60	1752
0	1	600	1
0	2	200	3
0	3	200	3
0	4	300	2
0	5	300	2
0	6	300	2
0	7	300	2
0	8	600	1
0	9	300	2
0	10	200	3
0	11	150	4
0	12	150	4
0	13	300	2
0	14	200	3
0	15	300	2
0	16	150	4
0	17	200	3
0	18	150	4
0	19	600	1
0	21	600	1
0	22	600	1
0	23	300	2
0	24	600	1
0	25	300	2
0	26	200	3
0	27	300	2
0	28	150	4
0	29	150	4
0	30	600	1
0	31	200	3
0	32	300	2
0	33	300	2
0	34	300	2
0	35	200	3
0	36	200	3
0	37	600	1
0	38	150	4
0	39	300	2
0	40	150	4
0	41	300	2
0	42	600	1
0	43	200	3
0	44	300	2
0	45	150	4
0	46	600	1
0	47	200	3
0	48	150	4
0	49	200	3
0	50	300	2
0	51	300	2
0	52	300	2
0	53	150	4
0	54	200	3
0	55	150	4
0	56	150	4
0	57	200	3
0	58	200	3
0	59	150	4
1	2	600	1
1	3	200	3
1	4	200	3
1	5	600	1
1	6	150	4
1	7	600	1
1	8	600	1
1	9	200	3
1	10	150	4
1	11	150	4
1	12	150	4
1	13	300	2
1	14	300	2
1	15	600	1
1	16	150	4
1	17	600	1
1	18	150	4
1	19	200	3
1	20	600	1
1	21	300	2
1	22	150	4
1	23	600	1
1	24	300	2
1	25	600	1
1	26	200	3
1	27	200	3
1	28	150	4
1	29	300	2
1	30	600	1
1	31	150	4
1	32	200	3
1	33	200	3
1	34	600	1
1	35	150	4
1	36	300	2
1	37	150	4
1	38	300	2
1	39	200	3
1	40	150	4
1	41	600	1
1	42	600	1
1	43	600	1
1	44	200	3
1	45	600	1
1	46	600	1
1	47	150	4
1	48	200	3
1	49	150	4
1	50	150	4
1	51	200	3
1	52	200	3
1	53	600	1
1	54	300	2
1	55	150	4
1	56	600	1
1	57	200	3
1	58	600	1
1	59	200	3
2	3	300	2
2	4	200	3
2	5	150	4
2	6	200	3
2	7	600	1
2	8	150	4
2	9	150	4
2	10	200	3
2	11	300	2
2	12	600	1
2	13	600	1
2	14	200	3
2	15	600	1
2	16	150	4
2	17	300	2
2	18	150	4
2	19	300	2
2	20	150	4
2	21	150	4
2	22	300	2
2	23	150	4
2	24	200	3
2	25	600	1
2	26	150	4
2	27	150	4
2	28	300	2
2	29	150	4
2	30	600	1
2	31	200	3
2	32	600	1
2	33	600	1
2	34	150	4
2	35	300	2
2	36	150	4
2	37	150	4
2	38	200	3
2	39	150	4
2	40	300	2
2	41	150	4
2	42	150	4
2	43	300	2
2	44	300	2
2	45	600	1
2	46	200	3
2	47	600	1
2	48	600	1
2	49	300	2
2	50	200	3
2	51	150	4
2	52	150	4
2	53	300	2
2	54	600	1
2	55	600	1
2	56	300	2
2	57	300	2
2	58	600	1
2	59	600	1
3	4	300	2
3	5	150	4
3	6	200	3
3	7	300	2
3	8	300	2
3	9	150	4
3	10	300	2
3	11	200	3
3	12	150	4
3	13	200	3
3	14	200	3
3	15	600	1
3	16	150	4
3	17	200	3
3	18	200	3
3	19	600	1
3	21	600	1
3	22	600	1
3	23	150	4
3	24	300	2
3	25	150	4
3	26	200	3
3	27	300	2
3	28	300	2
3	29	200	3
3	30	300	2
3	31	150	4
3	32	600	1
3	33	150	4
3	34	200	3
3	35	300	2
3	36	600	1
3	37	600	1
3	38	200	3
3	39	200	3
3	40	600	1
3	41	300	2
3	42	150	4
3	43	300	2
3	44	150	4
3	45	200	3
3	46	200	3
3	47	150	4
3	48	300	2
3	49	600	1
3	50	200	3
3	51	150	4
3	52	300	2
3	53	150	4
3	54	200	3
3	55	300	2
3	56	150	4
3	57	300	2
3	58	150	4
3	59	600	1
4	5	200	3
4	6	600	1
4	7	600	1
4	8	300	2
4	9	600	1
4	10	300	2
4	11	150	4
4	12	300	2
4	13	300	2
4	14	300	2
4	15	150	4
4	16	300	2
4	17	150	4
4	18	300	2
4	19	300	2
4	20	600	1
4	21	300	2
4	22	150	4
4	23	150	4
4	24	150	4
4	25	200	3
4	26	600	1
4	27	300	2
4	28	150	4
4	29	150	4
4	30	600	1
4	31	600	1
4	32	150	4
4	33	300	2
4	34	150	4
4	35	300	2
4	36	300	2
4	37	200	3
4	38	200	3
4	39	600	1
4	40	200	3
4	41	150	4
4	42	200	3
4	43	200	3
4	44	300	2
4	45	150	4
4	46	300	2
4	47	150	4
4	48	600	1
4	49	200	3
4	50	600	1
4	51	150	4
4	52	300	2
4	53	300	2
4	54	600	1
4	55	600	1
4	56	200	3
4	57	300	2
4	58	150	4
4	59	200	3
5	6	600	1
5	7	200	3
5	8	200	3
5	9	150	4
5	10	150	4
5	11	200	3
5	12	150	4
5	13	600	1
5	14	600	1
5	15	600	1
5	16	300	2
5	17	600	1
