30	435
0	1	150	4
0	2	200	3
0	3	200	3
0	4	300	2
0	5	300	2
0	6	300	2
0	7	600	1
0	8	150	4
0	9	300	2
0	10	200	3
0	11	600	1
0	12	600	1
0	13	150	4
0	14	200	3
0	15	600	1
0	16	600	1
0	17	300	2
0	18	200	3
0	19	300	2
0	20	200	3
0	21	300	2
0	22	600	1
0	23	300	2
0	24	200	3
0	25	300	2
0	26	150	4
0	27	600	1
0	28	600	1
0	29	300	2
1	2	200	3
1	3	300	2
1	4	150	4
1	5	600	1
1	6	300	2
1	7	600	1
1	8	150	4
1	9	600	1
1	10	150	4
1	11	150	4
1	12	200	3
1	13	600	1
1	14	600	1
1	15	200	3
1	16	200	3
1	17	300	2
1	18	150	4
1	19	600	1
1	20	150	4
1	21	150	4
1	22	600	1
1	23	600	1
1	24	300	2
1	25	200	3
1	26	300	2
1	27	200	3
1	28	600	1
1	29	150	4
2	3	600	1
2	4	200	3
2	5	300	2
2	6	200	3
2	7	150	4
2	8	200	3
2	9	300	2
2	10	200	3
2	11	200	3
2	12	600	1
2	13	600	1
2	14	150	4
2	15	200	3
2	16	150	4
2	17	300	2
2	18	150	4
2	19	200	3
2	20	300	2
2	21	150	4
2	22	600	1
2	23	200	3
2	24	600	1
2	25	200	3
2	26	150	4
2	27	150	4
2	28	600	1
2	29	300	2
3	4	150	4
3	5	150	4
3	6	150	4
3	7	200	3
3	8	600	1
3	9	200	3
3	10	200	3
3	11	600	1
3	12	600	1
3	13	200	3
3	14	600	1
3	15	150	4
3	16	200	3
3	17	200	3
3	18	150	4
3	19	300	2
3	20	300	2
3	21	600	1
3	22	200	3
3	23	200	3
3	24	600	1
3	25	300	2
3	26	200	3
3	27	300	2
3	28	300	2
3	29	600	1
4	5	200	3
4	6	200	3
4	7	200	3
4	8	300	2
4	9	600	1
4	10	150	4
4	11	300	2
4	12	150	4
4	13	300	2
4	14	150	4
4	15	200	3
4	16	150	4
4	17	150	4
4	18	200	3
4	19	150	4
4	20	150	4
4	21	300	2
4	22	300	2
4	23	150	4
4	24	300	2
4	25	200	3
4	26	300	2
4	27	300	2
4	28	300	2
4	29	200	3
5	6	200	3
5	7	200	3
5	8	600	1
5	9	300	2
5	10	200	3
5	11	150	4
5	12	600	1
5	13	200	3
5	14	300	2
5	15	600	1
5	16	300	2
5	17	600	1
5	18	150	4
5	19	300	2
5	20	200	3
5	21	200	3
5	22	200	3
5	23	600	1
5	24	600	1
5	25	300	2
5	26	200	3
5	27	600	1
5	28	150	4
5	29	200	3
6	7	300	2
6	8	200	3
6	9	300	2
6	10	200	3
6	11	150	4
6	12	600	1
6	13	200	3
6	14	600	1
6	15	200	3
6	16	150	4
6	17	300	2
6	18	150	4
6	19	150	4
6	20	600	1
6	21	300	2
6	22	300	2
6	23	300	2
6	24	600	1
6	25	200	3
6	26	600	1
6	27	300	2
6	28	150	4
6	29	300	2
7	8	200	3
7	9	600	1
7	10	200	3
7	11	600	1
7	12	600	1
7	13	300	2
7	14	150	4
7	15	150	4
7	16	150	4
7	17	200	3
7	18	200	3
7	19	600	1
7	20	200	3
7	21	150	4
7	22	300	2
7	23	150	4
7	24	600	1
7	25	600	1
7	26	200	3
7	27	200	3
7	28	150	4
7	29	200	3
8	9	200	3
8	10	600	1
8	11	150	4
8	12	600	1
8	13	300	2
8	14	200	3
8	15	600	1
8	16	150	4
8	17	200	3
8	18	600	1
8	19	300	2
8	20	600	1
8	21	600	1
8	22	150	4
8	23	200	3
8	24	200	3
8	25	600	1
8	26	150	4
8	27	600	1
8	28	600	1
8	29	300	2
9	10	150	4
9	11	200	3
9	12	300	2
9	13	600	1
9	14	150	4
9	15	200	3
9	16	200	3
9	17	600	1
9	18	300	2
9	19	300	2
9	20	150	4
9	21	150	4
9	22	600	1
9	23	600	1
9	24	600	1
9	25	200	3
9	26	150	4
9	27	150	4
9	28	600	1
9	29	300	2
10	11	300	2
10	12	200	3
10	13	150	4
10	14	600	1
10	15	600	1
10	16	300	2
10	17	600	1
10	18	300	2
10	19	300	2
10	20	600	1
10	21	300	2
10	22	300	2
10	23	600	1
10	24	300	2
10	25	150	4
10	26	150	4
10	27	300	2
10	28	300	2
10	29	300	2
11	12	200	3
11	13	300	2
11	14	150	4
11	15	200	3
11	16	300	2
11	17	150	4
11	18	150	4
11	19	300	2
11	20	150	4
11	21	600	1
11	22	200	3
11	23	150	4
11	24	200	3
11	25	150	4
11	26	200	3
11	27	300	2
11	28	300	2
11	29	600	1
12	13	600	1
12	14	600	1
12	15	300	2
12	16	600	1
12	17	150	4
12	18	200	3
12	19	150	4
12	20	200	3
12	21	150	4
12	22	300	2
12	23	150	4
12	24	300	2
12	25	150	4
12	26	600	1
12	27	200	3
12	28	200	3
12	29	600	1
13	14	600	1
13	15	150	4
13	16	600	1
13	17	600	1
13	18	200	3
13	19	300	2
13	20	200	3
13	21	150	4
13	22	300	2
13	23	150	4
13	24	600	1
13	25	600	1
13	26	200	3
13	27	600	1
13	28	200	3
13	29	600	1
14	15	300	2
14	16	150	4
14	17	600	1
14	18	150	4
14	19	150	4
14	20	600	1
14	21	300	2
14	22	600	1
14	23	150	4
14	24	300	2
14	25	600	1
14	26	600	1
14	27	150	4
14	28	300	2
14	29	200	3
15	16	300	2
15	17	300	2
15	18	200	3
15	19	150	4
15	20	600	1
15	21	200	3
15	22	600	1
15	23	300	2
15	24	150	4
15	25	150	4
15	26	300	2
15	27	600	1
15	28	600	1
15	29	600	1
16	17	600	1
16	18	200	3
16	19	200	3
16	20	600	1
16	21	600	1
16	22	150	4
16	23	600	1
16	24	200	3
16	25	200	3
16	26	200	3
16	27	150	4
16	28	300	2
16	29	600	1
17	18	200	3
17	19	150	4
17	20	150	4
17	21	200	3
17	22	300	2
17	23	150	4
17	24	600	1
17	25	150	4
17	26	300	2
17	27	600	1
17	28	200	3
17	29	200	3
18	19	200	3
18	20	150	4
18	21	150	4
18	22	150	4
18	23	150	4
18	24	300	2
18	25	300	2
18	26	150	4
18	27	300	2
18	28	300	2
18	29	300	2
19	20	200	3
19	21	150	4
19	22	200	3
19	23	200	3
19	24	150	4
19	25	150	4
19	26	600	1
19	27	300	2
19	28	150	4
19	29	600	1
20	21	300	2
20	22	300	2
20	23	300	2
20	24	200	3
20	25	300	2
20	26	600	1
20	27	300	2
20	28	300	2
20	29	600	1
21	22	200	3
21	23	150	4
21	24	600	1
21	25	300	2
21	26	150	4
21	27	200	3
21	28	200	3
21	29	300	2
22	23	200	3
22	24	200	3
22	25	300	2
22	26	200	3
22	27	150	4
22	28	150	4
22	29	600	1
23	24	600	1
23	25	200	3
23	26	150	4
23	27	150	4
23	28	200	3
23	29	600	1
24	25	200	3
24	26	200	3
24	27	200	3
24	28	300	2
24	29	150	4
25	26	200	3
25	27	600	1
25	28	150	4
25	29	200	3
26	27	300	2
26	28	200	3
26	29	600	1
27	28	200	3
27	29	200	3
28	29	600	1
